JD–2400000	VRad(m s-1)	sVRAD(m s-1)	instrument
52988.19734835	4306.5906656634	0.71417850304474	H03
53051.10441407	4313.22111700928	0.60585666721554	H03
53066.09768733	4310.65339793224	0.42037545212494	H03
53765.12275451	4310.25306517863	0.22254915171636	H03
53809.06098981	4300.882755705879	0.25980333103921	H03
53833.06877795	4293.9421044602705	0.28912754033775	H03
53863.0086305	4309.52772829303	0.25646969492707	H03
53864.97911902	4290.8353659963295	0.23607316062876	H03
53865.97114575	4294.20611527599	0.225540007443	H03
53867.00505294	4307.94714816855	0.29365524807495	H03
53867.97830207	4304.18326168211	0.2767241728843	H03
53868.98170891	4291.68604792063	0.24812092382384	H03
53869.96283217	4295.88018497831	0.33971839138946	H03
53870.97945455	4306.5431327999	0.28815261357903	H03
53881.98363524	4292.76633916442	0.44068774007776	H03
53882.95187025	4304.45482617961	0.33741016406585	H03
53882.95921774	4304.64265676915	0.32996279204251	H03
53882.96656094	4304.92396685612	0.31849206475161	H03
53882.97390044	4304.48918502881	0.31384707474972	H03
53882.98124712	4305.544580130971	0.32102294534149	H03
53882.98858894	4306.714582030791	0.35081631768911	H03
53882.99596953	4305.30470305978	0.36826048651209	H03
53883.00331818	4305.9295578217	0.39888592187994	H03
53883.01082448	4301.55689118024	0.53838151700852	H03
53883.94778356	4309.13257249642	0.30301863676603	H03
53886.95599339	4304.82908013948	0.66149824455196	H03
53886.96217189	4302.988239387761	0.58926542550419	H03
53886.96834576	4303.32736380802	0.53037927874941	H03
53886.97454349	4301.92320921227	0.60253650092648	H03
53886.98073184	4303.82085370173	0.62026298706945	H03
53886.98694333	4304.74007618993	0.70097242691112	H03
53886.99319001	4304.1588484532	0.9396267562465	H03
54078.21962612	4297.59163235257	0.40162937454238	H03
54080.24282973	4307.688971092461	0.41362767566221	H03
54082.24673131	4295.886707664849	0.2998134598161	H03
54114.17895802	4294.39230767176	0.33780101400098	H03
54117.16709338	4306.94892777387	0.43202165518563	H03
54117.17327857	4306.24332879162	0.42147891506885	H03
54135.11891642	4294.4952511927795	0.30306004738584	H03
