JD–2400000	VRad(m s-1)	sVRAD(m s-1)	instrument
52811.787418	40205.68	0.9600000000000001	H03
52942.06129991	40210.2208667059	0.295168353278407	H03
53153.34643526	40224.7202914181	0.361280399462891	H03
53202.18700025	40228.417188319705	0.403867869184187	H03
53204.16507167	40230.4342263684	0.303430983654896	H03
53217.20271564	40227.363912669505	0.39348480187959	H03
53229.14360393	40224.7160351749	0.4009386150021	H03
53230.17742056	40229.1288926625	0.341489975382321	H03
53232.13420628	40230.2626026014	0.777702240659805	H03
53237.22257623	40228.5904053642	0.755212115491805	H03
53263.08800197	40222.5830790391	0.300811673961276	H03
53265.05594957	40221.2589964643	0.266809970604669	H03
53266.03952638	40219.2415662105	0.39569607564335	H03
53267.05121776	40219.3677971514	0.336130710141508	H03
53268.06873972	40222.720381333194	0.341324545210881	H03
53269.07386157	40224.295521856904	0.68836796591266	H03
53271.03948172	40223.953328870404	0.462831023644505	H03
53272.04608949	40223.2907476771	0.463089333032358	H03
53273.06081226	40220.984703637696	0.330288025694213	H03
53274.04028394	40222.911843663394	0.444235631681513	H03
53340.02366428	40209.281986104994	0.302140295220256	H03
53465.39408336	40200.0087003578	0.297314398129026	H03
53466.38655904	40200.2911218266	0.42034690567769	H03
53468.36298457	40200.549323724	0.272231849029406	H03
53484.36948589	40199.2166600716	0.321020261420333	H03
53491.36185445	40193.291772666	0.324033820202232	H03
53492.35038931	40196.880371287894	0.313739167752574	H03
53511.35702927	40197.3496910599	0.36237787392998	H03
53542.20815202	40197.6678035747	0.332303051865789	H03
53543.212708	40198.80163527	0.373214419792791	H03
53544.26587652	40198.4471807594	0.354849181943455	H03
53545.31128124	40200.0884008831	0.923311298616356	H03
53547.24072991	40190.496165996105	0.38364774356216	H03
53549.31210284	40197.2454230371	1.2016581064758	H03
53550.18488528	40198.8227319186	0.402079743460925	H03
53551.21622662	40197.8859211682	0.481077286707707	H03
53572.2707711	40199.4999471482	0.661436031492668	H03
53575.19478785	40193.681510694	0.302691974687929	H03
53576.17041612	40192.252972714	0.308260431745793	H03
53577.24940522	40195.735462374105	0.345054390804311	H03
53578.22390507	40195.9268470738	0.326619684412629	H03
53604.14844224	40192.6592803727	2.16248959872553	H03
53606.17178373	40195.6811467028	0.479617445478049	H03
53607.12399706	40197.3418874041	0.311539917611071	H03
53608.1675019	40197.5734640376	0.271995632788731	H03
53609.10133814	40197.6256121568	0.351486962227354	H03
53668.02994244	40193.587991720204	0.399456048776868	H03
53670.08391301	40191.9950064711	0.42409812906975	H03
53671.06888147	40196.380885944	0.348648398383991	H03
53672.08283722	40196.783292576794	0.353010965371011	H03
53673.09284368	40195.5466696705	0.404115649185029	H03
53674.05569751	40196.5717697002	0.273997552756374	H03
53675.09600318	40195.355518954995	0.318738047144098	H03
53694.00217323	40197.2016271639	0.448092443979333	H03
53694.00600579	40197.122390618904	0.452334261263709	H03
53694.00983801	40196.6820372265	0.439996396563715	H03
53810.39598083	40197.4538232817	0.280354152163904	H03
53813.38953552	40201.5041737082	0.273130976848696	H03
53815.39713375	40200.887955885795	0.26367818061829	H03
53833.40779323	40201.218790232306	0.32229013610934	H03
53835.40851424	40200.2395392299	0.274967258936602	H03
53861.33219531	40203.358102948994	0.311124918423873	H03
53863.34469465	40203.7565025084	0.307906555491941	H03
53865.34511706	40200.926977987205	0.241338777493089	H03
53867.36691487	40201.2738153681	0.277458466779429	H03
53870.31464025	40205.8673169768	0.379434284579796	H03
53882.34033143	40204.401069311796	0.235404134179696	H03
53883.32325609	40203.247266015904	0.23804741117557	H03
53886.35794785	40203.1281684191	0.259196141590039	H03
53887.30685637	40205.2209352718	0.25703302569212	H03
53917.30129996	40209.2933547134	0.390353827345151	H03
53919.29077109	40208.5544698047	0.467920618945441	H03
53921.23362307	40206.8913897781	0.524773980909035	H03
53944.16158003	40208.7944782709	0.880404996053583	H03
53950.19542675	40207.1815266133	0.332588600259244	H03
53976.07611739	40213.407159324706	0.300319933941844	H03
53980.12441869	40214.2900848936	0.389762297730838	H03
53981.1556512	40214.919266141995	0.260763476618658	H03
53982.15400863	40215.5867765735	0.332693239243524	H03
53983.11793764	40215.6993137814	0.894343688438739	H03
54049.01059365	40222.041882934696	0.323119618747083	H03
54051.03435416	40222.3631039619	0.302091713269568	H03
54053.02699344	40220.4352096837	0.293928312706006	H03
54199.38151029	40238.5132792666	0.284226988562086	H03
54254.31695862	40238.7464095022	0.437591096437857	H03
54255.24487196	40237.3314727746	0.438872894733321	H03
54291.28589263	40234.4994158368	0.499598443496252	H03
54296.27156309	40229.2976435804	0.284704411901567	H03
54314.22604643	40231.676437469505	0.545826851328384	H03
54316.08253443	40226.3224296041	0.38512181126995	H03
54320.26968589	40233.8388577874	0.339751119638595	H03
54342.14785191	40228.6485102454	0.365376082911024	H03
54343.2168198	40225.3181140965	0.534380379413067	H03
54344.19798629	40223.6170197068	0.405093034853443	H03
54345.17662733	40225.1650585272	0.34561595916336	H03
54346.20645199	40228.9063982428	2.52376141876429	H03
54346.20867296	40228.0249138471	1.53741532847516	H03
54346.21088571	40228.0435666342	1.3711247165688	H03
54346.21309892	40229.029032756596	0.953900657591965	H03
54346.21531618	40229.262829685	1.06598258017933	H03
54348.17253068	40226.489735528405	0.847984886808226	H03
54348.1747417	40226.5932443997	0.9183464632724	H03
54348.17695561	40228.7548296577	0.797891463211904	H03
54348.17916627	40228.1655657563	0.80839826033699	H03
54348.18137891	40227.997681593304	0.827162866058554	H03
54349.11239072	40228.766122212495	0.338423650354324	H03
54350.12627308	40228.0942757949	0.334728233010237	H03
54388.07988811	40222.595243465395	0.453440836113044	H03
54389.08350129	40223.730684919705	0.588598961745138	H03
54391.06079268	40219.8868418832	0.901516121027135	H03
54392.04357125	40220.1442462587	0.23953321702364	H03
54393.06429875	40221.6555686518	0.258234545596991	H03
54394.06682415	40223.0495525804	0.452673895697668	H03
54554.38805592	40213.822472679705	0.287825784986132	H03
54616.42683856	40207.088530666195	0.376470672376842	H03
54639.38211799	40213.0679614397	0.378032143549956	H03
54642.25009785	40209.003308979	0.289695311720283	H03
54648.04041554	40211.3009014059	0.325095120247528	H03
54672.2597209	40207.090863301404	0.304613892231075	H03
54677.30611487	40211.0097873767	0.308988270607666	H03
54681.2819384	40207.321865396	0.353524144494153	H03
54700.2224098	40207.2226849524	0.318324137105405	H03
54703.2194111	40213.0611271795	0.442293076520417	H03
54707.20643855	40210.740134208005	0.397780417876203	H03
54731.98706182	40214.273292267695	0.360616519730429	H03
54743.04705009	40214.321687849595	0.440124564104784	H03
54749.0178491	40211.5904871643	0.332449895867351	H03
54759.06026396	40212.7923700706	0.325257256735091	H03
54933.35939769	40219.7739505208	0.895431263698827	H03
54935.41221231	40214.3478872623	0.242605662864786	H03
54939.41274515	40222.3223282287	0.448976266789502	H03
54941.34354427	40222.36029757321	0.248453322148459	H03
54953.38663258	40219.0735019373	0.324774535823343	H03
54954.33927864	40218.687607875094	0.248057976683176	H03
54955.32610143	40220.7645528133	0.296747739685112	H03
54956.3703157	40223.0958786492	0.390344059672422	H03
54988.36498011	40224.5848118063	0.354387868383765	H03
55021.36409163	40229.2925322523	0.317112391424767	H03
55024.32258149	40229.251634917804	0.292148088831132	H03
55040.1952062	40230.79135473639	0.355197469918941	H03
55041.18147396	40230.408626103905	0.379700006411436	H03
55048.26976538	40230.1705504931	0.522566053741519	H03
55072.13912891	40235.5131055249	0.352779003040805	H03
55079.17370734	40237.533542160694	2.0456442041121	H03
55079.19461498	40236.7777753865	1.15480569970174	H03
55095.12177233	40233.365155755004	0.299973117125475	H03
55102.03534634	40237.5850144472	0.517002099431651	H03
55105.0540894	40233.37559234	0.678469742469588	H03
55106.03870518	40236.7164863587	0.528121480460185	H03
55110.05061112	40238.4471030902	0.37293440534324	H03
55117.03716277	40239.1970490271	0.413842812108545	H03
55123.06940619	40236.7968706611	0.468269762492455	H03
55133.99937128	40242.7373104489	0.360555539751563	H03
55138.00820775	40243.5480076901	0.378829843711751	H03
55373.18550546	40231.7557581161	0.425164349335	H03
55376.14781386	40227.3998574435	0.536641116777811	H03
55408.14450342	40229.3966192685	0.480130437507285	H03
55413.21191521	40221.4328256257	0.368087056597616	H03
55425.17984937	40226.584804141705	0.425993356421196	H03
55487.02899759	40216.9928899877	0.372694159657534	H03
55488.00195136	40215.350292201496	0.311460668059993	H03
55640.41390126	40213.6166565264	0.332840934673401	H03
55642.41324511	40213.6900200823	0.330872130269799	H03
55674.36223044	40210.8991474296	0.334533051982072	H03
55679.3640835	40210.4063142177	0.230337947185832	H03
55769.21805583	40208.488019632	0.278858347930338	H03
55777.25631727	40210.757365510406	0.382395265796693	H03
55803.10026958	40211.5728076814	0.663115804055706	H03
55809.06450695	40214.5589621385	0.285364337548941	H03
55816.05928416	40208.2913868719	0.341729596591725	H03
56013.3904367	40219.5095877182	0.366355067018168	H03
56021.34803769	40223.6785742754	0.414624284255073	H03
56032.37044889	40224.097359978005	0.425644874755071	H03
56056.32670437	40229.226268781196	0.41369430249165	H03
56061.29938846	40227.6954012398	0.329735888023706	H03
56079.25992363	40227.949937096	0.328843081288025	H03
56082.2915158	40232.4475428061	0.438556731933576	H03
56117.32021301	40234.2691050285	0.363190537339742	H03
56153.97374967	40237.882862264	0.476940714053207	H03
56167.11164389	40242.6287152324	0.408646605499597	H03
56182.04300919	40240.0966603169	0.462370671370841	H03
56216.05654857	40243.4610243511	0.511041064269958	H03
56218.03192969	40243.2800342636	0.456699127323599	H03
56362.39533261	40232.5724200895	0.444785639593404	H03
56371.39414099	40229.7409306723	0.376000951769436	H03
56525.21469152	40215.914923871096	0.462695465934898	H03
56748.39302955	40211.0799391597	0.510521784178677	H03
56789.33748655	40208.2591926557	0.362675372404611	H03
56819.21407107	40205.1160862517	0.503954867295959	H03
56859.22954512	40210.793856921904	0.474838953311655	H03
56896.17695447	40212.67481427261	0.613624800744522	H03
56903.09567446	40210.9764469948	0.418334668719495	H03
57146.35851166	40231.1990478421	0.377167589284477	H15
57180.42417815	40246.404668716204	0.311894248677947	H15
57258.0693422	40236.6252102317	0.311546469337196	H15
57675.05942241	40216.9310273647	0.346064161068819	H15
57694.98833609	40216.350361393605	0.342907358147592	H15
57879.30047438	40209.635199713295	0.525116146558052	H15
57947.32973786	40220.0367898252	0.604130943495544	H15
57968.08945055	40219.8118845978	0.421204606067097	H15
