JD–2400000	VRad(m s-1)	sVRAD(m s-1)	instrument
50463.162	19.0318	3.1	Hir94
50546.977	5.82358	2.7	Hir94
50838.124	-9.81886	2.7	Hir94
50954.891	-28.2798	2.7	Hir94
50955.851	-29.0574	2.8	Hir94
51227.056	-30.6795	2.9	Hir94
51311.883	-42.9408	8.2	Hir94
51342.817	-32.0488	2.7	Hir94
51367.765	-35.0539	2.3	Hir94
51371.749	-32.8409	2.8	Hir94
51372.752	-33.4615	2.7	Hir94
51373.754	-39.5277	3.0	Hir94
51582.050	-19.9703	3.6	Hir94
51679.882	-22.6980	2.9	Hir94
51702.883	-26.0960	2.7	Hir94
51972.083	-9.16290	3.3	Hir94
51982.117	-9.58160	2.9	Hir94
52002.967	0.00000	3.5	Hir94
52008.953	-6.13087	3.3	Hir94
52062.773	-6.79053	3.0	Hir94
52094.758	-6.95602	3.0	Hir94
52100.765	-3.43360	3.3	Hir94
52128.738	-5.66888	3.6	Hir94
52334.092	8.65721	3.6	Hir94
52364.010	17.3127	2.3	Hir94
52390.947	4.55621	3.1	Hir94
52445.785	11.8581	3.0	Hir94
52681.156	22.4985	3.2	Hir94
52712.025	21.4198	3.2	Hir94
52777.876	26.7895	3.1	Hir94
52804.778	40.0828	3.6	Hir94
52850.740	19.0017	2.7	Hir94
53015.162	23.8500	2.8	Hir94
53016.158	21.8146	3.0	Hir94
53017.147	23.4381	2.9	Hir94
53069.128808000125	20.600000	3.500000	Hir94
53071.945462999865	15.000000	3.100000	Hir94
53074.00639999984	16.500000	3.200000	Hir94
53077.00052100001	16.200000	2.800000	Hir94
53153.795531999785	14.800000	3.400000	Hir94
53179.81003500009	17.700000	3.200000	Hir94
53196.822095000185	16.500000	2.900000	Hir94
53049.32943091	-17344.671219750802	0.241470843225233	H03
55289.32391365	-17342.3706048608	0.268776913987528	H03
55290.18384994	-17343.4525519247	0.227965286835768	H03
55291.27125144	-17341.4813792031	0.288248760522371	H03
55323.08315305	-17339.595249235197	0.222638099434031	H03
55613.31602692	-17343.2368845534	0.306514946598307	H03
55616.30447053	-17345.3708140413	0.335631544026899	H03
55625.32315352	-17344.2324475262	0.263926824716993	H03
55630.27796191	-17346.2574139913	0.222928134592949	H03
55634.30373265	-17343.6325121856	0.259145351655609	H03
55657.20415062	-17343.4371514224	0.23532349845352	H03
55663.10786793	-17344.4465174092	0.366830577488419	H03
55677.15198108	-17349.107755678302	0.276521078938326	H03
55682.12350513	-17347.332076218598	0.320975767204597	H03
55682.12908442	-17346.5754931394	0.317179011551612	H03
55691.0709601	-17349.2229938416	0.291205799609173	H03
55730.1378087	-17349.671381132102	0.591503658295261	H03
55997.3631922	-17369.800981433	0.306531674595849	H03
56000.38869237	-17370.0305245952	0.266159283727945	H03
56004.24240774	-17372.1800252943	0.286437686669007	H03
56058.22405742	-17373.4197628603	0.309045675220405	H03
56062.08475835	-17374.609908294202	0.325815957599411	H03
56082.14591854	-17379.024686493998	0.417519816891827	H03
56087.1489426	-17377.9036158681	0.604985799977823	H03
56372.2530175	-17399.80991505	0.250797667697951	H03
56373.19051983	-17396.8849292635	0.304846796102429	H03
56374.32307439	-17397.249712484	0.292903201491721	H03
56700.23507452	-17395.3221285702	0.31105093168517	H03
56702.24083212	-17394.7827187224	0.359469576626203	H03
56739.27161836	-17394.9368286313	0.27096273911845	H03
56742.26043522	-17394.6471329077	0.265616334518253	H03
56746.28768833	-17390.753584871	0.384048098046731	H03
56759.25546565	-17391.2592811623	0.336134015311131	H03
56764.0734274	-17391.1448751685	0.259974186274436	H03
