JD–2400000	VRad(m s-1)	sVRAD(m s-1)	instrument
52937.06263802	-18849.4231579363	0.4478575696692	H03
52941.05399672	-18847.764294589902	0.4747435196929	H03
52946.00182972	-18842.6408889058	0.3898187721825	H03
52947.08744932	-18852.4419218672	0.3964686092616	H03
53203.32941376	-18857.935323160502	0.3759516052654	H03
53206.32070985	-18859.176477015597	0.4897375369284	H03
53206.3262768	-18859.8733168299	0.5591294637367	H03
53211.34462871	-18859.1154605609	0.3620063111713	H03
53216.32098078	-18861.1028909711	0.5215517974273	H03
53216.32596956	-18859.3737615758	0.4870789111354	H03
53266.16407011	-18853.9403105077	0.4124415775269	H03
53266.16964249	-18853.966247473403	0.3956556691464	H03
53269.19194911	-18853.956230619202	0.8710012081618	H03
53269.19752935	-18849.2727387702	0.8172482443744	H03
53289.10670499	-18853.740478489803	0.8383043260388	H03
53289.10776216	-18848.6511524448	0.8019275648159	H03
53289.10881354	-18849.115499576103	0.9474872388533	H03
53289.10985832	-18848.670415029803	0.8896142586097	H03
53289.1109075	-18850.825131388097	0.9801584036459	H03
53289.11195158	-18850.4295989696	0.7791890374236	H03
53289.11300319	-18851.5375767896	0.770532914499	H03
53289.11405816	-18855.2652875898	0.855041376821	H03
53289.11511636	-18855.0349455639	0.8965385758492	H03
53289.11616543	-18852.880995222702	0.9122114704473	H03
53290.0906257	-18850.518600247	1.3377531667792	H03
53290.09167233	-18854.4198274752	1.2587388047638	H03
53290.09272081	-18851.681562477497	1.5343731378406	H03
53290.09377417	-18855.0910796729	1.4229235635289	H03
53290.09482427	-18848.6547705229	1.6374435179865	H03
53290.0958731	-18851.850639119297	1.5430177693455	H03
53290.09692054	-18853.3823746015	1.2639979286175	H03
53290.09796578	-18848.709568814902	1.320727131228	H03
53290.09900917	-18846.9551060755	1.3228725756904	H03
53290.10005615	-18848.1617083429	1.2647988287005	H03
53292.08652983	-18849.052626904497	1.0581828030811	H03
53292.08759382	-18849.9549153425	0.9703624167911	H03
53292.08865492	-18851.6790786817	0.9321862408172	H03
53292.08971011	-18848.2260659806	0.9116779307761	H03
53292.09077006	-18849.4709517918	0.8781666767363	H03
53292.09182294	-18850.4114893804	0.8469939636378	H03
53292.09290013	-18849.5286751718	0.8895930255879	H03
53292.09395579	-18851.2938107191	1.0883201020304	H03
53297.16089351	-18853.1774198591	0.8566888157891	H03
53297.16194338	-18850.0757552795	0.9499384830475	H03
53297.16299846	-18852.1078090308	0.8760408702258	H03
53297.1640584	-18849.415821826402	0.9338047898611	H03
53297.16513904	-18852.2901982801	0.9650266792148	H03
53297.16620179	-18853.657606576002	0.9397748126625	H03
53297.16725617	-18857.7064570493	0.9763974575447	H03
53297.16830176	-18850.669957924398	0.9920130213839	H03
53297.16936367	-18849.0499889716	0.9316312201662	H03
53297.17044919	-18852.0178473251	0.9176912089014	H03
53298.0423248	-18848.9571192244	1.0179442141938	H03
53298.04341125	-18849.1638989738	1.0848028103083	H03
53298.04446876	-18850.3601162657	1.1049484222441	H03
53298.04553009	-18847.7971259773	1.1002921981132	H03
53298.04658818	-18847.2942595203	0.9574463817816	H03
53298.04764651	-18853.661876546303	0.9287014285887	H03
53298.04872323	-18854.9102045148	0.9491522272821	H03
53298.04977658	-18853.931866164297	0.9243449314851	H03
53298.05082726	-18851.2945839153	0.8269905897475	H03
53298.05188257	-18851.861610193202	0.9703150976962	H03
53307.02755761	-18852.4402496913	0.46825204361	H03
53307.03139236	-18852.333626065898	0.444577018931	H03
53307.03523417	-18854.3420656177	0.4824113550797	H03
53315.08596158	-18853.762531163302	0.4507642108435	H03
53315.08944642	-18854.1443805658	0.4640521007168	H03
53315.09292604	-18853.8004181637	0.4504760819322	H03
53340.07750393	-18856.2300988918	0.2830276700526	H03
53340.08272377	-18856.9257230267	0.3040727156473	H03
53345.07843347	-18859.424356718802	0.2178664631782	H03
53346.03013064	-18857.933616981998	0.2328013236886	H03
53346.03781044	-18860.4523183779	0.2347731972007	H03
53401.00751081	-18865.2536203842	1.5058306330628	H03
53401.01192873	-18861.1865422682	2.1721094747916	H03
53511.41647651	-18855.668800093	0.3469800159723	H03
53511.42057495	-18855.9602740381	0.3429531632499	H03
53511.42467258	-18855.2199939052	0.3647587068161	H03
53512.37898727	-18852.844816112898	0.4136277993186	H03
53512.38274124	-18858.4006463496	0.4087660783392	H03
53512.38648965	-18854.6328186742	0.435914679178	H03
53543.34588653	-18852.9101728404	0.4114041953298	H03
53543.35110927	-18858.4114269446	0.4399768617433	H03
53547.38581226	-18866.2030793679	0.2977886946157	H03
53547.39114484	-18862.367798327297	0.3279689380662	H03
53550.35959514	-18861.3329400909	0.2502517818649	H03
53694.07273725	-18855.8488032413	0.3517540214519	H03
53694.07622395	-18852.973948464998	0.3433017988219	H03
