JD–2400000	VRad(m s-1)	sVRAD(m s-1)	instrument
51790.67689001979	12177.243752	4.372027	C98
51793.69064318016	12171.555038	6.757390	C98
51837.67009533988	12182.928920	4.169600	C98
51837.68346250011	12173.105246	4.355492	C98
51838.595576940104	12182.176861	5.031066	C98
51838.6089325198	12183.592641	4.882198	C98
52178.70496081002	12208.008921	4.952345	C98
52178.71875665011	12205.473082	5.220679	C98
52492.81314925011	12198.967190	3.883303	C98
52492.82672628015	12203.182448	3.774930	C98
52498.73600627994	12208.955338	3.296238	C98
52498.74953689985	12201.794446	3.346262	C98
52902.72101292014	12210.851186	5.167435	C98
53671.56765901996	12178.564460	3.792654	C98
53671.58411611011	12172.763882	3.441586	C98
53671.661309349816	12183.740010	4.183993	C98
53916.88782024011	12178.220084	10.66442	C98
53993.70612717001	12174.364863	8.733808	C98
53993.7175043202	12159.102417	9.175493	C98
54038.58621753985	12191.193583	4.855438	C98
54038.59761712002	12186.337771	4.984630	C98
54045.57632423006	12175.662716	9.091803	C98
54297.88321447	12191.698844	2.736619	C07
54657.91881712992	12193.891594	3.904735	C07
54683.937493050005	12211.845509	3.544565	C07
54815.57783264015	12210.222735	3.686167	C07
55005.93861971004	12207.252151	3.718835	C07
55038.826181179844	12201.303899	3.190512	C07
55067.631328309886	12205.151132	3.460617	C07
55081.816567020025	12209.390332	4.003308	C07
55094.65101701999	12205.149543	2.996856	C07
55111.73278697999	12199.986002	3.008669	C07
55163.543503569905	12213.680498	3.048021	C07
55164.558614159934	12205.056121	2.945415	C07
55165.535672659986	12211.961088	2.853715	C07
55166.549972769804	12206.523931	3.008605	C07
55167.57523231022	12212.901475	3.158528	C07
55378.83477137983	12193.758684	3.174133	C07
55401.729412239976	12202.204813	3.492986	C07
55436.69068526989	12187.899382	3.197076	C07
55483.57566000987	12189.151058	3.271685	C07
55706.93395092012	12179.235789	3.938864	C07
55763.83441969985	12183.920829	3.371966	C07
55785.73706548987	12186.817323	2.888512	C07
55806.74477988016	12171.669912	3.064183	C07
55818.70872092992	12182.948862	2.803324	C07
55840.61926017981	12173.162883	3.014272	C07
55844.64433712978	12169.924859	3.539030	C07
55866.54788915021	12173.894468	2.592622	C07
55874.590997010004	12187.517811	3.183017	C07
56120.92779272981	12179.117896	4.178135	C07
56121.85612649005	12157.658150	8.214555	C07
56124.94759153016	12165.084058	3.182925	C07
56141.84839774016	12182.820290	4.231434	C07
56190.632220739964	12191.884212	3.515982	C07
56193.81596809998	12173.326429	4.241090	C07
56809.43756925	12231.3004272126	0.5871785215049	H03
56822.35057814	12229.0972104109	1.4240440300056	H03
56823.38517591	12231.2454828603	0.5274869074876	H03
56823.43619468	12232.5497594781	0.5916191757446	H03
56824.41528085	12230.598316400099	0.5281556444292	H03
56825.351672	12231.5427367695	0.5646038562362	H03
56828.40391828	12228.670380407699	0.5041642345126	H03
56837.39631235	12232.5603097297	0.5508147588282	H03
56838.35019028	12230.5678368741	0.5093596225521	H03
56838.43966262	12231.108516533799	0.4525105586025	H03
56839.40673168	12231.0939359507	0.6196333549161	H03
56840.40101678	12230.8262634422	0.7094283504574	H03
56841.34552266	12231.457208800799	0.5887096455269	H03
56842.3625737	12231.983323742099	0.6524530772675	H03
56871.39019959	12236.437813460001	0.4996052945073	H03
56872.35658673	12231.726160831	0.5330216667073	H03
56873.36419083	12233.6297856426	0.9374553861801	H03
56874.33874609	12233.7458066911	0.4593446098924	H03
56915.22423856	12234.657262842	0.6608499662134	H03
56916.20603159	12234.5653755339	0.7089200033002	H03
56919.25215293	12235.2566090075	0.6694520324841	H03
56927.14893549	12235.9570553866	0.454725335097	H03
56927.29954127	12238.018041502	0.4606359849028	H03
56928.11167767	12236.5587676113	0.4708108630087	H03
56929.11325316	12236.1332024564	0.3979801857834	H03
56929.28077136	12237.9320235662	0.5821776740747	H03
56931.10956515	12233.6055618578	0.5591863858794	H03
56931.28117018	12233.9438401444	0.4576938752801	H03
56932.21941094	12234.8378198314	0.5065686690775	H03
56954.01204871	12235.1389220022	0.4083655494956	H03
56959.04119319	12234.743812798699	0.4889946235847	H03
58408.20994346	12222.9356906952	0.5822797647334	H15
58409.14468915	12220.0567293781	0.4660529655807	H15
58413.12613488	12222.7472985161	0.5699248034634	H15
58437.04259369	12224.236024411	0.646987625154	H15
58613.42688082	12220.6949530864	0.905773057048	H15
58613.43072199	12219.5943135048	0.9683752258337	H15
58613.43456456	12221.2790112139	0.9659140413748	H15
58682.34112272	12226.573839134799	0.883969557604	H15
58682.34494781	12222.771914386802	0.8825166354916	H15
58682.34877869	12225.378547083199	0.8788563661141	H15
58690.22987787	12227.6240545978	0.3989888139977	H15
58691.22245228	12226.6232734569	0.446169610802	H15
