JD–2400000	VRad(m s-1)	sVRAD(m s-1)	instrument
51068.859549	-53.506040773157196	1.2022085613316604	Hir94
51069.972766	-147.8999387834111	1.4474703243069993	Hir94
51070.8807227304	-153.66625946342526	0.9461616851465751	Hir94
51071.868681	-103.32124920821579	1.406586802651462	Hir94
51072.928762	4.884408750768586	1.5998010501318576	Hir94
51074.869549	94.80480364822952	1.259349557368012	Hir94
51075.682403206	-33.077735870667496	1.1395832617296364	Hir94
51171.703981	-86.01109906173141	1.3127986320214984	Hir94
51172.706354	17.205285825963898	1.4672719570219126	Hir94
51173.705197	120.98354510330765	1.2810050854720303	Hir94
51312.103067	-111.52741070723923	1.2191635774974237	Hir94
51343.033704	-43.58710309005173	1.2616485730176572	Hir94
51367.960775	3.361467161413117	1.6246768748425167	Hir94
51371.087292	-80.84039898848923	1.3080907376173891	Hir94
51372.06419	15.29642657303421	1.2087529097197771	Hir94
51373.071227	125.20815447830765	1.5707418296168234	Hir94
51374.058727	137.15691546463577	1.472741466316158	Hir94
51410.024757	104.8398073103389	1.416522141390511	Hir94
51410.980509	-28.116674623254852	1.1839781874746078	Hir94
51411.945243	-112.88690777755173	1.3058111701651558	Hir94
51438.814271	71.6629274275264	1.3109973578785261	Hir94
51488.7157470463	66.79625815411882	0.9463911861580577	Hir94
51552.699236	104.58068255447952	1.2073723247371622	Hir94
51680.123669	174.87603167557327	1.187687120078811	Hir94
51704.112188	-84.38123150802048	1.2566098873859248	Hir94
51705.10787	-100.81492444014938	1.450049351345278	Hir94
51706.116296	-50.67219372725876	1.1682460915579238	Hir94
51707.116481	49.67685870194046	1.381595185387643	Hir94
51900.733229	172.07341937088577	1.3166724911755354	Hir94
52063.116343	18.553979673620148	1.3339278433597535	Hir94
52096.066192	-82.7143919084111	1.39241286265178	Hir94
52102.008947	36.83018664383499	1.491301460882396	Hir94
52128.94059	186.29503802322952	1.4269226742382664	Hir94
52162.891331	15.303460874792023	1.59098250652999	Hir94
52189.837373	-86.46053906417282	1.5572401126225508	Hir94
52236.705903	143.10521868729202	1.3331410367503402	Hir94
52487.133356	13.06710986160843	1.420561235121322	Hir94
52514.856053	111.7301881697139	1.5574757502188996	Hir94
52535.835868	158.6883180525264	1.3579660800191669	Hir94
52573.853843	-81.6865598771611	1.7331592999477796	Hir94
52600.779977	55.2541139509639	1.431440415620033	Hir94
52651.634591984	-53.72590911834496	1.0781349565705558	Hir94
52776.127222	61.047006407018586	1.5487594944187404	Hir94
52777.127234	167.6946657087764	1.3638425184970335	Hir94
52805.10816	116.55047015213577	1.4124247325460833	Hir94
52807.023576	127.87648943924515	1.3820047781806686	Hir94
52832.073762	-46.65523358321579	1.3291388531747883	Hir94
52848.973588	180.98867205643265	1.5965274808639465	Hir94
52856.020532	191.7033327009639	1.4121619949567856	Hir94
52897.85912	131.63266924881546	1.4898180060263282	Hir94
52924.775694	-38.61216183638962	1.60426917333725	Hir94
52987.8362141503	-96.44991434454504	1.0579551025954785	Hir94
53154.112963	87.58635882401077	1.4418360661147707	Hir94
53180.112778	-94.23036786055954	1.4126605662947083	Hir94
53181.094884	-62.40739270186813	1.4948831850750617	Hir94
53182.089606	27.683984556432648	1.331616601585474	Hir94
53195.959213	-18.29085370040329	1.4723658728993474	Hir94
53196.946262	91.6048219587764	1.6686332222914673	Hir94
53238.915868	12.856862056579757	0.9752640596481654	Hir04
53301.761088	-83.82284500816996	1.0808622331033617	Hir04
53338.739016	13.894978400665138	0.9072254054883592	Hir04
53339.727164	124.44682487500334	0.9306510013258708	Hir04
53367.721794	64.02310323405887	0.9230419488197792	Hir04
53551.112917	-89.28039765906601	0.7842269987504509	Hir04
